Sentence,Sentiment,Etiqueta
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,correcta
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",negative,correcta
"L&G completes UK's largest medically underwritten bulk pension risk deal, the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",positive,incorrecta
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,neutral,correcta
"UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln, excluding non-recurring items, or L&T.",positive,incorrecta
"$INTC finally some nice downside move, the company 's Swedish operations significantly improved in the first quarter ., According to Atria 's President and CEO Matti Tikkakoski.",positive,incorrecta
"In a media advisory, '' Mr. Metso adds ., This truly takes efficiency to new heights.",negative,incorrecta
"up from EUR6 .1 m in the corresponding period in 2007 ., is 'taking legal advice' over letter about contractual ..., Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008.",negative,incorrecta
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral,correcta
"Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year, NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger.",positive,incorrecta
"Long Position on $IP, ....Scaling UP http://stks.co/sIln, HSBC Hit by Fresh Details of Tax Evasion Claims.",negative,incorrecta
"119.86 & 123.82. Bears must retake 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw, what is up with $HK, $AAPL a new long IF 110.61 is broken. Targets are 112.19.",positive,incorrecta
"$TSLA recalls 2, I'm liking the price action in $SWKS, 700 Model X cars. Stock dropping hard...",negative,incorrecta
Autotank Group is part of Aspo 's Systems Division .,neutral,correcta
"respectively by 26.6 % and 3.4 %, Morrisons finance chief to fill gap as CEO leaves early.",positive,incorrecta
"2 million US$ 964 million from euro735 million, 000 tons in 2008, 700 people and production by 500.",negative,incorrecta
"stock grinds up all day to close on highs, Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls.",positive,incorrecta
"Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover, dealers said ., extending recent lows after last week 's second-quarter report.",positive,incorrecta
Arena Partners Oy is a development company for electronic business .,neutral,correcta
"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .",positive,correcta
"Performance in the second half of 2009 exceeded expectations, loading $SPY and $AAPL puts, think were toppy IMHO.",negative,incorrecta
"including the costs of stranded passengers ' accommodation ., Unit costs for flight operations fell by 6, 4 percent.",negative,incorrecta
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,positive,correcta
"In the fourth quarter of 2009, CompaniesTesco off to a bad start over Xmas â€“ Kantar, Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",positive,incorrecta
"It makes a wide range of mobile devices with services and software that enable people to experience music , navigation , video , television , imaging , games and business mobility .",neutral,correcta
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",neutral,correcta
"Standard Life share price: Insurer buys advice firm Pearson Jones, Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008.",positive,incorrecta
"According to the company, bullish.",positive,incorrecta
Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,positive,correcta
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive,correcta
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",positive,correcta
"Shire says internal synergy goals from Baxalta deal higher, Finnish M-real 's Kyro mill is starting negotiations to cut staff.",negative,incorrecta
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",neutral,correcta
"The Estonian beverages maker A. Le Coq today brought to the market a new premium class beer , A. Le Coq Special , investing 6 million kroons EUR 383,000 into its development and planning to sell three million liters of the beer during the next year .",neutral,correcta
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,positive,correcta
"Legal & General share price: Finance chief to step down, Employees are also better prepared to answer calls, since they already have detailed information about the caller before they answer the phone . ''.",negative,incorrecta
"25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal, whose brands include Atomic.",negative,incorrecta
#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo,positive,correcta
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",neutral,correcta
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral,correcta
"A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members, Equity indexes working on a positive engulfing for March.",positive,incorrecta
"2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today ., NYSE owner ICE considers offer for LSE.",negative,incorrecta
"$TSLA recall, manufactures and markets electronic measurement systems and products .",positive,incorrecta
$HITK  Resuming advance into new historical highs.,positive,correcta
"8 million from EUR 59, The launch of the plant in June went well, 9 million.",negative,incorrecta
"Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 ., At the end of the review period, especially in Germany .",negative,incorrecta
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122, Finnish M-real 's Kyro mill is starting negotiations to cut staff.",negative,incorrecta
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,correcta
"000 for the same period of 2009 ., Finnish M-real 's Kyro mill is starting negotiations to cut staff.",negative,incorrecta
"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",neutral,correcta
"$BBRY Sierra, Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems, Has a great cash balance and impressive growth rate.",negative,incorrecta
"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics .",neutral,correcta
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",negative,correcta
"He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October .",neutral,correcta
"2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. ., Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006.",positive,incorrecta
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,neutral,correcta
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",neutral,correcta
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",negative,correcta
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",neutral,correcta
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,negative,correcta
"L.P. has decreased below 5 per cent of the total number of shares and votes of the Company ., Mexico, As a result of these transactions, Turkey and South-Korea .",positive,incorrecta
$CTRP not a bad long chart now that it's through sma100 resistance.,positive,correcta
"Cadbury's and Britvic in Total Recall: how pulling a product affects profit, especially in Asia Pacific . ''.",negative,incorrecta
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",neutral,correcta
